또. 험악하게. 그런 게 아니라… 왜 집을 짓는지 알아야 어떤 집이 필요한지를 알지. 널 잘 알아야 너한테 맞는 집을 잘 지을 거 아니야? 안그래?,아하~ 그러니까 날 잘 알고 싶다 이거지? 내가 궁금하시다? 뭐가 그렇게 궁금할까? 나 어디? 뭐?,0
아하~ 그러니까 날 잘 알고 싶다 이거지? 내가 궁금하시다? 뭐가 그렇게 궁금할까? 나 어디? 뭐?,그동안 어떻게 지냈어?,0
그동안 어떻게 지냈어?,음... 대학 졸업하고 아나운서 시험 준비하면서 방송일 시작했지. 근데 시험엔 계속 떨어지고.  그러다가 에라... 4년 전에 결혼하고.,0
음... 대학 졸업하고 아나운서 시험 준비하면서 방송일 시작했지. 근데 시험엔 계속 떨어지고.  그러다가 에라... 4년 전에 결혼하고.,남편은 뭐하는데?,0
남편은 뭐하는데?,의사. 돈 잘 버는 압구정동 성형외과. 비포에프터 전문.,0
의사. 돈 잘 버는 압구정동 성형외과. 비포에프터 전문.,... 오.,0
... 오.,그러다가 음...  그게 끝이네?  와. 나 너무 심플하게 살았나?,0
아무거나 막?,아무거나 막.,0
아무거나 막.,글쎄... 별루 생각해본 게... 음... 일단. 밝게. 햇빛이 많이 들어오게.,0
글쎄... 별루 생각해본 게... 음... 일단. 밝게. 햇빛이 많이 들어오게., 기본이고.,0
기본이고.,거실이 넓었으면 좋겠어. 천장도 높고. 그렇다고 너무 휑하진 않게.,0
거실이 넓었으면 좋겠어. 천장도 높고. 그렇다고 너무 휑하진 않게., 이것도 뭐. 다들...,0
이것도 뭐. 다들...,로비가 있었으면 좋겠어. 현관문 열면 집 다 보이지 않게... ,0
로비가 있었으면 좋겠어. 현관문 열면 집 다 보이지 않게..., 요건 좀 유니크... ,0
요건 좀 유니크...,바닥은 돌 같은 거. 대리석같은 거루다가.,0
바닥은 돌 같은 거. 대리석같은 거루다가.,... 대리석?,0
... 대리석?,거실에서 하늘이 다 보이는 거야. 별도 보이고.,0
지금 회장님 집 짓니? 왜? 이왕이면 마당에 사슴도 키우지? 아니다. 이참에 아주 청와대를 짓자. 그래서 오바마도 초대해서 만찬도 하고.,아무거나 막 얘기하라며.,0
아무거나 막 얘기하라며.,아무거나 막 얘기하랬지. 아무 생각 없이 막 얘기하랬니? 이런 울트라 럭셔리면 니가 가진 견적으론 화장실 하나 겨우 짓고 땡이야.,0
아무거나 막 얘기하랬지. 아무 생각 없이 막 얘기하랬니? 이런 울트라 럭셔리면 니가 가진 견적으론 화장실 하나 겨우 짓고 땡이야.,그럼 어떡해?,0
그럼 어떡해?,"뭘 어떡해! 욕심을 줄이던가, 아님... 화장실에서 살던가.",0
뭘 어떡해! 욕심을 줄이던가  아님... 화장실에서 살던가.,"근데 왜 구박이야, 구박은! 기분 나빠질려구 그러네!",0
아니... 그러니깐. 내 말은 딴 게 아니라... 기준이 뭐냐는 거지? 아버지가 살 집이야? 니가 살 집이야?,아빠 집이 내 집이지. 나도 부지런히 왔다갔다 할거니까.,0
아빠 집이 내 집이지. 나도 부지런히 왔다갔다 할거니까.,아니 그래도 누가 살지는 정해야…,0
아니 그래도 누가 살지는 정해야…,우리 아빠 어쩌면 오래 못살지도 몰라.,0
우리 아빠 어쩌면 오래 못살지도 몰라.,근데... 굳이 왜 집을 지어?,0
그럼 너한테 예쁘고 좋은 집이 뭔데?,근데 그렇게 물어보면 뭐부터 얘길 해야할지... 잘 모르겠단 말이지. ,0
근데 그렇게 물어보면 뭐부터 얘길 해야할지... 잘 모르겠단 말이지.,작은 거부터.,0
작은 거부터.,... 작은 거?,0
... 작은 거?,예를 들어서... 아침에 일어나서 제일 먼저 하는 게 뭐야?,0
예를 들어서... 아침에 일어나서 제일 먼저 하는 게 뭐야?, ... 화장실 가지.,0
... 화장실 가지.,그럼 그거부터. 화장실부터. 아무 생각 없이 말고. 생각하면서.,0
그럼 그거부터. 화장실부터. 아무 생각 없이 말고. 생각하면서.,난 화장실 어두운 게 그렇게 싫더라. 낮에도 불 켜야 되고.,0
생각해 봤는데... 증축을 하자.,증축?,0
증축?,"이 집을 없애지 말고. 적당히 털고. 그 옆에 새로, 또 적당하게. 증축.",0
이 집을 없애지 말고. 적당히 털고. 그 옆에 새로  또 적당하게. 증축.,글쎄... 너무 낡지 않았어? ,0
글쎄... 너무 낡지 않았어?,집 멀쩡한데 뭘. 그리구... 이거 아깝잖아?,0
집 멀쩡한데 뭘. 그리구... 이거 아깝잖아?,그럼 좀 싸지나?,0
근데 방이 겨우 2개야? 너무 적지 않나?,아버지 안방. 니 방. 그럼 됐지 뭘. 작은 방 여러 개보다 안방이랑 거실을 그만큼 넓게 써. 그게 훨 나.,0
아버지 안방. 니 방. 그럼 됐지 뭘. 작은 방 여러 개보다 안방이랑 거실을 그만큼 넓게 써. 그게 훨 나.,손님이라도 오면... 사랑방. 그런 거 있잖아.,0
손님이라도 오면... 사랑방. 그런 거 있잖아.,무슨 대감집이야? 사랑방이 있게. ,0
무슨 대감집이야? 사랑방이 있게.,사랑방 손님과 어머니. 몰라?,0
사랑방 손님과 어머니. 몰라?,그래서 트러블 생기는 거 아니야. 괜히 사랑방 같은 거 있어서.,0
그래서 트러블 생기는 거 아니야. 괜히 사랑방 같은 거 있어서.,트러블이래. 교양하고는.,0
트러블이래. 교양하고는.,그렇잖아? 애궂게 애만 중간에 왔다갔다. 애가 무슨 죄야.,0
너 왜 이렇게 뺀질뺀질해졌어? 옛날엔 안 그랬잖아?,어머. 팀장님 옛날엔 어땠는데요?,0
어머. 팀장님 옛날엔 어땠는데요?,흉했지. 엄청 흉했지. 여자들한테 인기도 없었고... ,0
흉했지. 엄청 흉했지. 여자들한테 인기도 없었고...,그건 지금도 그래요. ,0
너 얘기 안했어? 그게... 얘가 나를 하도 쫓아와서.,이건 또 무슨 창의적인 소릴까?,0
이건 또 무슨 창의적인 소릴까?,"에이. 뭐 어때, 이제와서. 괜찮아. 고백해. 사람이 솔직해야지.",0
에이. 뭐 어때  이제와서. 괜찮아. 고백해. 사람이 솔직해야지.,뭔 소리야? 숙제 도와달라고 니가 먼저 따라왔잖아. 막.,0
뭔 소리야? 숙제 도와달라고 니가 먼저 따라왔잖아. 막.,얼씨구.,0
그럼 노유동이 어디야?,... 모르겠는데요.,0
... 모르겠는데요., 요기잖아. 요기. 강 건너 윗동네도 몰라?,0
요기잖아. 요기. 강 건너 윗동네도 몰라?,... 강북은 잘 몰라서...,0
... 강북은 잘 몰라서...,근데 1학년 아니지? 에프였어?,0
여기서 오래 살았어요?,뭐... 태어나서 계속... ,0
뭐... 태어나서 계속...,와. 그럼 동네 잘 알겠다. ,0
와. 그럼 동네 잘 알겠다.,예. 뭐...,0
예. 뭐...,난 이사 온지 얼마 안돼서 하나두 모르는데...,0
여긴 무슨 집이에요?,아. 여기 아무도 안 살아요. 빈 집이에요.,0
아. 여기 아무도 안 살아요. 빈 집이에요.,왜요?,0
왜요?, 예? 왜냐면... 그러니까... 그러게. 왤까요?,0
예? 왜냐면... 그러니까... 그러게. 왤까요?,들어가 볼래요?,0
들어가 볼래요?, ...... 왜요?,0
...... 왜요?,그냥. 집 어떻게 생겼나 궁금하기도 하고.,0
그냥. 집 어떻게 생겼나 궁금하기도 하고.,남의 집인데. 어떻게 함부로. 에이. 그리고 잠겼을 거예요. ,0
... 예? 그게... 뭐가 공평하다는 건지. 전 잘...?,근데 왜 말 안 놔? 동갑인데.,0
근데 왜 말 안 놔? 동갑인데.,... 먼저 노세요. ,0
... 먼저 노세요.,나 아까부터 놨잖아. 말 논 거 안보여? 너두 말 놔.,0
나 아까부터 놨잖아. 말 논 거 안보여? 너두 말 놔.,... 네. 알았어요.,0
... 네. 알았어요.,그러니깐... 노라니깐.,0
그러니깐... 노라니깐.,알았다구요! 노면 되잖아요!,0
엄마. 파란색 남방... 그거 안 빨았어?,안 빨았는데.,0
안 빨았는데.,그거 오늘 입어야 되는데...,0
그거 오늘 입어야 되는데...,지금 빨아서 언제 입어? ,0
이상해. 저렇게 집들이 많은데  저 중에 내 집이 하나 없다는 게.,어른 되면 저거 하나 사려구 평생 돈 모은 다잖아. ,0
어른 되면 저거 하나 사려구 평생 돈 모은 다잖아.,서울은 정말 복잡하구나. 사람도 너무 많고...,0
서울은 정말 복잡하구나. 사람도 너무 많고...,넌 고향이 어디야?,0
넌 고향이 어디야?,글쎄... 어디라고 해야 될까. 초등학교 때까진 춘천 살다가... 그후론 하도 여기저기 떠돌아다녀서. ,0
글쎄... 어디라고 해야 될까. 초등학교 때까진 춘천 살다가... 그후론 하도 여기저기 떠돌아다녀서.,... 그럼 부모님은?,0
... 그럼 부모님은?,우리 아빠는 지금 어딨는지 몰라.,0
우리 아빠는 배 타. 유조선 선장. 마도로스.,그럼 여기엔 엄마랑 같이 있는 거야?,0
그럼 여기엔 엄마랑 같이 있는 거야?,엄만 돌아가셨어. 여긴 친척집에 잠깐 있는 거야. ,0
엄만 돌아가셨어. 여긴 친척집에 잠깐 있는 거야.,... 어... 미안...,0
... 어... 미안..., 니가 뭐가 미안해? 우리 엄마가 너 때문에 돌아가신 것도 아닌데...,0
4미터라니깐.,그니까 그게 어느 정도냐구? 상상이 안 돼.,0
그니까 그게 어느 정도냐구? 상상이 안 돼.,... 한 이정도? ,0
... 한 이정도?,"음... 이왕 높이는 거, 더 높으면 안되나?",0
음... 이왕 높이는 거  더 높으면 안되나?,높다고 다 좋은 게 아니야. 냉난방 골치 아파져.,0
바로 여기. 주방이 되고  이쪽으로 새로 거실 벽이 생기고.,그럼 거기에 책장을 짤까? 벽 전체를 꽉 채워서. 그럼 예쁠 거 같은데.,0
그럼 거기에 책장을 짤까? 벽 전체를 꽉 채워서. 그럼 예쁠 거 같은데.,책이 그렇게 많어?,0
책이 그렇게 많어?,아니... 뭐 이제부터라도 좀 읽어볼까... 해서...,0
아니... 뭐 이제부터라도 좀 읽어볼까... 해서...,먼저 좀 읽구. 응? ,0
어. 근데. 잠깐! 이건 또 뭐야?,거실창이잖아. 여기서 그대로 테라스랑 마당으로 이어지게.,0
거실창이잖아. 여기서 그대로 테라스랑 마당으로 이어지게., 아...  ,0
아...,"날씨 좋은날 활짝 열어놓고, 테라스에서 커피도 마시고. 음악도 듣고. 뭐... 책... 두 읽으려면 읽고.",0
날씨 좋은날 활짝 열어놓고  테라스에서 커피도 마시고. 음악도 듣고. 뭐... 책... 두 읽으려면 읽고.,읽을 거야. 열라 많이 읽을 거야. ,0
읽을 거야. 열라 많이 읽을 거야.,그럼. 이제라도 읽으면 돼지. 책도 막 열심히 읽고. 독후감도 열라 쓰고. 일일 계획표도 짜고. 곤충 채집도 하고... 다 해. 다. 생각만 해도 신난다.,0
선배. 여기서 아침 드시고 서울 올라가시죠?,그래. 그러자. 배 고프다. ,0
그래. 그러자. 배 고프다.,근데... 선배. 요즘 무슨 좋은 일 있죠?,0
근데... 선배. 요즘 무슨 좋은 일 있죠?,... 응? ,0
... 응?,뭐가 있긴 있는데... ,0
뭐가 있긴 있는데...,있긴 뭐가 있어? ,0
어머! 정말? 언제?,아마... 연말쯤? 늦어도 연초에는...,0
아마... 연말쯤? 늦어도 연초에는...,축하해. 근데 왜 지금까지 아무 말도 없었어?,0
축하해. 근데 왜 지금까지 아무 말도 없었어?,얼마 전에 결정 났어요. 결혼하고 곧장 미국 가기로.,0
얼마 전에 결정 났어요. 결혼하고 곧장 미국 가기로.,미국 어디?,0
미국 어디?,뉴욕이요. 가서 저는 공부하고. 오빠는 취업하기로. 운이 좋았어요.,0
뉴욕이요. 가서 저는 공부하고. 오빠는 취업하기로. 운이 좋았어요.,야... 잘됐네. 그 남자 땡잡았다. ,0
달랑 방 하나에서 먹고 자고. 그렇게 어떻게 사냐? 그래두 신혼인데...,그 얘기 끝났잖아.,0
그 얘기 끝났잖아.,우리 이모가 그러는데 이스트빌리지 쪽이 살기 좋다고. 거기가 학교도 가깝고.,0
우리 이모가 그러는데 이스트빌리지 쪽이 살기 좋다고. 거기가 학교도 가깝고.,알면서 왜 그래? 형편이 그렇잖아. 첨엔 좀 힘들더라도...,0
알면서 왜 그래? 형편이 그렇잖아. 첨엔 좀 힘들더라도...,그래서 우리 아빠가 도와준다잖아.,0
공부를 할 수가 없잖아! 공부를.,쉿. 듣겠다.,0
쉿. 듣겠다.,들으라고 그래! 내 친구 중에 자기 방 없는 애가 있는 줄 알아?,0
들으라고 그래! 내 친구 중에 자기 방 없는 애가 있는 줄 알아?,알았어. 알았어. 쫌만 기다려. 쫌만.,0
어서 오세요.  니가 가게에 웬일이야?,오늘 열쇠를 안 가지고 나가서...,0
오늘 열쇠를 안 가지고 나가서...,칠칠맞게.  곧장 들어가 있어.,0
너 어떻게 된 거야! 한 시간두 넘게 기다렸잖아!,그냥 열쇠 집 불러서 열지.,0
그냥 열쇠 집 불러서 열지.,그런데 쓸 돈이 어딨어? 돈이 남아돌아?,0
그런데 쓸 돈이 어딨어? 돈이 남아돌아?,알았어. 그만 해.,0
알았어. 그만 해.,오늘도 2만원 밖에 못 팔고 들어와서 속상해 죽겠는데!,0
근데... 걔네 둘이... 진짜루 금방 친해졌거든? 숙제도 같이하고... 자기 집 얘기도 하고 그러면서... 근데...,근데?,0
근데?,그럼... 그 여자애는 그 남자애랑... 왜 친해진 걸까?,0
그럼... 그 여자애는 그 남자애랑... 왜 친해진 걸까?,그게 뭔 소리야?,0
그게 뭔 소리야?,그러니까... 어떤 여자애랑 남자애가 있는데... 전혀 모르는 사이였거든? 근데...,0
그러니까... 어떤 여자애랑 남자애가 있는데... 전혀 모르는 사이였거든? 근데...,근데 그게 너지?,0
근데 그게 너지?,아니야! 그냥 내가 아는 앤데. 우리 과에...,0
지금 방 하나 더 만들 순 없는 거야?,...  응. 없어.,0
...  응. 없어.,아무리 생각해도 방 2개는... 지금 어떻게 안될까?,0
아무리 생각해도 방 2개는... 지금 어떻게 안될까?,아. 더워. ,0
아. 더워.,창문도 생각보다 너무 작아 보이고. 안방도 생각보다 작은 거 같고… 도면으로 보다가 직접 보니까... 너무 다른데. 아무리 생각해도…,0
창문도 생각보다 너무 작아 보이고. 안방도 생각보다 작은 거 같고… 도면으로 보다가 직접 보니까... 너무 다른데. 아무리 생각해도…,그 아무리 생각... 그걸 하지마. 더운데 굳이 왜 그래. 힘들게.,0
그 아무리 생각... 그걸 하지마. 더운데 굳이 왜 그래. 힘들게.,그래두 아무리 생각해도...,0
그래두 아무리 생각해도...,아 진짜 덥다. 오늘 이상하게 덥네. 그지? 왜 더울까?,0
지금 보니까 운동장 참... 작다.,오늘따라 뭐든지 다 작아 보이는구나. 너 요즘 키 크니? ,0
오늘따라 뭐든지 다 작아 보이는구나. 너 요즘 키 크니?,근데... 궁금한 게 있는데...,0
근데... 궁금한 게 있는데...,너 키 크는 거 맞구나? 오늘따라 궁금한 것도 많구.,0
너 키 크는 거 맞구나? 오늘따라 궁금한 것도 많구.,아 진짜! 한마디를 안져! 한마디를! 어쩜 그렇게 필사적으로 구박일까? ,0
너 그랬어.,안 그랬어.,0
안 그랬어.,그때. 분명히 그랬어.,0
그때. 분명히 그랬어.,그런 적 없다니깐.,0
그런 적 없다니깐.,니가 분명히. 첫 눈 올 때 만나자고 그랬어.,0
니가 분명히. 첫 눈 올 때 만나자고 그랬어.,말도 안돼. 내가 그런 유치한 얘길 했을 리가 없어.,0
말도 안돼. 내가 그런 유치한 얘길 했을 리가 없어.,아. 짜증나. 녹음을 해 놨어야 되는데. 진짜.,0
알았어. 집문제는 그럼 오빠 말대로 해. 아빠한테 내가 잘 얘기할께.,... 미안해. 근데 너 잘 알잖아. 그게... ,0
... 미안해. 근데 너 잘 알잖아. 그게..., 알았어. 알았는데... 나 좀 섭섭해.,0
기분도 그런데. 우리 술 마실까? 술먹자. 술.,됐어. 무슨 술이야.,0
됐어. 무슨 술이야., 오늘 나랑 놀자. ,0
오늘 나랑 놀자.,얘가 왜 이래? 안돼. 나 이따가 학교 들려야 돼.,0
얘가 왜 이래? 안돼. 나 이따가 학교 들려야 돼.,학교?,0
학교?,성적증명 떼러.,0
성적증명 떼러.,... 미국 가는 거 땜에?,0
... 미국 가는 거 땜에?,귀찮게... 뭘 보내라는 게 많아. 에이...,0
미국은 갔다 언제와?,모르지 뭐. 몇 년이 될지... 가봐야 알지.,0
모르지 뭐. 몇 년이 될지... 가봐야 알지.,섭섭하겠다. 그 동네에서 오래 살았잖아.,0
섭섭하겠다. 그 동네에서 오래 살았잖아.,섭섭하긴. 지긋지긋하지.,0
섭섭하긴. 지긋지긋하지.,그럼 느네 어머니는 거기 혼자 계시는 거야? 가게도 정리하신다며?,0
그럼 느네 어머니는 거기 혼자 계시는 거야? 가게도 정리하신다며?,몰라. 어떻게 될지.,0
몰라. 어떻게 될지.,그래두. 걱정되겠다. 혼자 아프시기라도 하면 큰일인데... 나이 드신 분들은 순간이더라. 니가 신경 많이 써.,0
그냥 여기서 평생 엄마랑 같이 살까?,난 그냥... 걱정 돼서... ,0
난 그냥... 걱정 돼서...,니가 그런 걱정을 왜 해?,0
니가 그런 걱정을 왜 해?,왜 화를 내? 그냥 자주 왔다 갔다 하면 되잖아. 적적하지 않으시게...,0
왜 화를 내? 그냥 자주 왔다 갔다 하면 되잖아. 적적하지 않으시게...,"자주 왔다 갔다 하기는... 내가 어디 놀러가는 걸로 보이니? 당장 학비에, 집세에. 먹고 살 걱정으로도 빠듯해. 모르면 속 편한 소리 말어. ",0
자주 왔다 갔다 하기는... 내가 어디 놀러가는 걸로 보이니? 당장 학비에  집세에. 먹고 살 걱정으로도 빠듯해. 모르면 속 편한 소리 말어., ... 그래. 알았어. 그만 하자. 내가 잘못했어. 그만해.,0
우리 10년 뒤에 뭐하고 있을까?,난 건축하고 넌 피아노치고 있겠지.,0
난 건축하고 넌 피아노치고 있겠지.,아니. 난... 피아노 안 칠 꺼야.,0
아니. 난... 피아노 안 칠 꺼야.,왜?,0
왜?,음악 하는 애들 재수 없어. 다들 지 잘났다고. 부모 돈지랄. 재수 없어. ,0
음악 하는 애들 재수 없어. 다들 지 잘났다고. 부모 돈지랄. 재수 없어.,그럼... 뭐 할 껀데?,0
그럼... 뭐 할 껀데?,아나운서! 그래서 라디오 디제이도 하고. 돈도 많이 벌고... 유명해질 꺼야.,0
아나운서! 그래서 라디오 디제이도 하고. 돈도 많이 벌고... 유명해질 꺼야.,아나운서가 돈 많이 벌어?,0
아나운서가 돈 많이 벌어?,... 아닌가? 아니면 적어도 돈 많은 남자랑 결혼해.,0
나 오늘 생일이다., 오늘?,0
오늘?,응.,0
응.,근데... 왜. 나랑... 생일이면 친구들이랑 같이... 파티하고 그런거...,0
근데... 왜. 나랑... 생일이면 친구들이랑 같이... 파티하고 그런거...,넌 내 친구아니야?,0
넌 내 친구아니야?, 진작 얘기했으면 선물이라도 준비할걸.,0
진작 얘기했으면 선물이라도 준비할걸.,해줘.  ,0
해줘.,뭐 해줄까? ,0
뭐 해줄까?,나중에 이런데다 집 짓고 살거야. 그때 니가 지어줘. 꽁짜로. 알았지?,0
나중에 이런데다 집 짓고 살거야. 그때 니가 지어줘. 꽁짜로. 알았지?,당연하지!,0
저번에 철길 걷기 내기를 했는데...,그게 뭐야?,0
그게 뭐야?,몰라? 철길 걷다가 먼저 떨어지는 사람이 지는 거.,0
몰라? 철길 걷다가 먼저 떨어지는 사람이 지는 거., 오 갓. 너무 유치해.,0
오 갓. 너무 유치해.,걔가 내기로 손목 때리기를 하자는 거야.,0
걔가 내기로 손목 때리기를 하자는 거야.,근데?,0
근데?,손목 때리기는... 보통 사이에선 하지 않지 않냐? 막 손잡고 그래야 하는데...,0
오빠 오피스텔이 대치동이죠? 거기 얼마나 해요?,왜? 너 이사 오게?,0
왜? 너 이사 오게?,네.,0
네.,언제?,0
언제?,최대한 빨리요. 아빠가 집 알아보라고 해서...,0
최대한 빨리요. 아빠가 집 알아보라고 해서...,오... 잘 됐네. 그럼 내 오피스텔로 한번 놀러와. 와서 보고... 술도 한잔 하고...,0
오... 잘 됐네. 그럼 내 오피스텔로 한번 놀러와. 와서 보고... 술도 한잔 하고...,그래두 돼요?,0
엄마 우리 이사 가면 안 돼?,무슨 이살 가?,0
무슨 이살 가?,그냥 이사... ,0
그냥 이사...,그게 무슨 뚱단지같은 소리야? ,0
그게 무슨 뚱단지같은 소리야?,강남에 아파트 같은 데로...,0
강남에 아파트 같은 데로...,가득이나 골치 아파 죽겠는데 얘가 웬 헛소리야. 나중에 니가 돈 벌어서 이사 가. 오늘두 겨우 2만원 팔고 들어왔어.,0
가득이나 골치 아파 죽겠는데 얘가 웬 헛소리야. 나중에 니가 돈 벌어서 이사 가. 오늘두 겨우 2만원 팔고 들어왔어., 그래. 자랑이다!,0
저기... 첫 눈 올 때... 뭐 해?,첫 눈? 그거 언제 오는데?,0
첫 눈? 그거 언제 오는데?, 아... 그러니까... 글쎄... 보통 겨울에... 때 되면... ,0
아... 그러니까... 글쎄... 보통 겨울에... 때 되면...,우리 그때 만날까? 재밌겠다. 첫 눈 오면 무조건 늬네 동네. 그 빈 집에서 보기로. 어때?,0
우리 그때 만날까? 재밌겠다. 첫 눈 오면 무조건 늬네 동네. 그 빈 집에서 보기로. 어때?,어... 뭐... 그럴까. 그럼?,0
선배. 좋은 기회잖아요?,... 글쎄.,0
... 글쎄.,아니. 반응이 왜 이래? 난 무지 칭찬 받을 줄 알았는데. 고맙다고 뭐 먹고 싶냐고 물어보면 한우 사달라고 그러려구 그랬는데.,0
아니. 반응이 왜 이래? 난 무지 칭찬 받을 줄 알았는데. 고맙다고 뭐 먹고 싶냐고 물어보면 한우 사달라고 그러려구 그랬는데., 고마워. 고맙긴 고마운데. 너무 갑작스러워서.,0
고마워. 고맙긴 고마운데. 너무 갑작스러워서.,MC하고 싶어 했잖아? 선배도 이제 현장 그만하고 메인 해야지. 언제까지… 같이 해요. 선배가 MC하고. 내가 PD하고. 아름답잖아?,0
여긴 정말... 하나도 안변했네.,밥 먹자. 내가 살께.,0
밥 먹자. 내가 살께.,여기서 체르니 처음 시작했는데. ,0
여기서 체르니 처음 시작했는데.,뭐 먹을래?,0
뭐 먹을래?,선생님 진짜 무서웠거든. 맨날 손바닥 맞고.,0
선생님 진짜 무서웠거든. 맨날 손바닥 맞고.,먹고 싶은 거 없어?,0
먹고 싶은 거 없어?, 아니. 왜 하루종일 밥타령이야? 요즘 굶고 다녀?,0
너 미역국이나 챙겨주게. 너 오늘 생일 아니야? 아니야? 생일 바꿨어?,맞어. 오늘 내 생일 맞어. ,0
맞어. 오늘 내 생일 맞어.,근데 왜?,0
근데 왜?,... 기특해서. 귀여워서. ,0
근데 선물은 없어?,역시 막국수는 춘천 막국수라고.,0
역시 막국수는 춘천 막국수라고.,국수 한 끼로 퉁치게?,0
국수 한 끼로 퉁치게?,막국수는 이름 이상하지 않어?,0
막국수는 이름 이상하지 않어?,나 받고 싶은 거 있는데.,0
다음주 준공검사 앞두고  이제와서 무슨 2층을 올려? 장난쳐?,추가 비용 다 감수하겠대.,0
추가 비용 다 감수하겠대.,돈이면 다야? 설계 다시 하고 골조 건들면 최소한 한달인데. 그럼 스케쥴은?,0
돈이면 다야? 설계 다시 하고 골조 건들면 최소한 한달인데. 그럼 스케쥴은?,좀 늦춰지겠지.,0
좀 늦춰지겠지.,다음달에 우리 결혼식인 거 까먹었어? 지금 할일이 산더민데. 우린 어쩌라고?,0
다음달에 우리 결혼식인 거 까먹었어? 지금 할일이 산더민데. 우린 어쩌라고?,얘기했잖아. 서연이가 완전히 내려와서...,0
얘기했잖아. 서연이가 완전히 내려와서..., 그건 그 여자 사정이지!,0
어디 가세요?,... 정릉이요.,0
... 정릉이요.,아... 정릉은 안 되는데...,0
아... 정릉은 안 되는데...,... 예?,0
... 예?,거긴 안 되는데...,0
거긴 안 되는데...,왜요?,0
왜요?,다른 차 타요. 지금은 강 못 건너.,0
다른 차 타요. 지금은 강 못 건너., 왜 못 가는데요?,0
왜 못 가는데요?,아니 못 간다면 그런 줄 알지... 빨리 문 닫아.,0
